SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
13128,7.55,0,252,182,13,38
13128,8,252,300,173,10,34
13128,8.05,552,300,256,22,58
13128,8.1,852,300,324,19,24
13128,8.15,1152,300,325,19,35
13128,8.2,1452,300,238,18,52
13128,8.25,1752,300,270,26,60
13128,8.3,2052,300,182,9,38
13128,8.35,2352,300,275,30,68
13128,8.4,2652,300,168,7,24
13128,8.45,2952,300,121,8,19
13128,8.5,3252,300,161,4,12
13128,8.55,3552,300,63,4,44
13128,9,3852,300,130,15,45
13128,9.05,4152,300,88,5,35
13128,9.1,4452,300,159,13,33
13128,9.15,4752,300,135,14,60
13128,9.2,5052,300,111,6,19
13128,9.25,5352,300,24,0,0
13128,9.3,5652,300,19,3,10
13128,9.35,5952,300,422,6,7
13128,9.4,6252,300,229,2,7
13128,9.45,6552,300,36,3,4
13128,9.5,6852,300,0,0,0
13128,9.55,7152,300,0,0,0
13128,10,7452,300,39,0,0
13128,10.05,7752,300,0,0,0
13128,10.1,8052,300,0,0,0
13128,10.15,8352,264,15,0,0
13128,10.3,8616,158,32,2,6
13128,10.35,8774,300,28,0,0
13128,10.4,9074,300,65,0,1
13128,10.45,9374,300,126,3,4
13128,10.5,9674,300,144,4,17
13128,10.55,9974,300,72,1,7
13128,11,10274,300,29,0,6
13128,11.05,10574,300,45,4,11
13128,11.1,10874,300,83,0,12
13128,11.15,11174,300,98,4,18
13128,11.2,11474,300,92,0,5
13128,11.25,11774,300,130,4,12
13128,11.3,12074,300,158,9,23
13128,11.35,12374,300,132,6,42
13128,11.4,12674,300,150,9,33
13128,11.45,12974,300,191,12,40
13128,11.5,13274,300,356,13,33
13128,11.55,13574,300,17,2,25
13128,12,13874,300,50,4,9
13128,12.05,14174,300,40,2,22
13128,12.1,14474,300,44,4,53
13128,12.15,14774,300,34,1,2
13128,15.3,15287,276,124,1,5
13128,15.35,15563,300,139,5,13
13128,15.4,15863,300,227,8,15
13128,15.45,16163,300,153,7,19
13128,15.5,16463,300,142,14,40
13128,15.55,16763,300,322,21,44
13128,16,17063,300,272,16,52
13128,16.05,17363,300,179,14,43
13128,16.1,17663,300,65,4,27
13128,16.15,17963,300,137,6,19
13128,16.2,18263,300,164,6,15
13128,16.25,18563,300,83,7,32
13128,16.3,18863,300,159,6,33
13128,16.35,19163,300,277,3,7
13128,16.4,19463,300,183,8,22
13128,16.45,19763,300,130,8,33
13128,16.5,20063,300,32,4,35
13128,16.55,20363,300,62,1,6
13128,17,20663,300,134,5,18
13128,17.05,20963,300,94,13,52
13128,17.1,21263,300,159,10,19
13128,17.15,21563,300,292,15,34
13128,17.2,21863,300,434,10,20
13128,17.25,22163,300,40,3,67
13128,17.3,22463,300,20,2,75
13128,17.35,22763,300,436,13,24
13128,17.4,23063,300,149,7,34
13128,17.45,23363,300,297,11,30
13128,17.5,23663,300,348,8,26
13128,17.55,23963,300,382,2,3
13128,18,24263,300,432,25,41
13128,18.05,24563,300,171,12,55
13128,18.1,24863,300,321,13,33
13128,18.15,25163,300,555,17,30
13128,18.2,25463,300,404,12,35
13128,18.25,25763,300,292,16,34
13128,18.3,26063,300,381,18,32
13128,18.35,26363,300,133,5,16
13128,18.4,26663,300,0,0,0
13128,18.45,26963,300,0,0,0
13128,18.5,27263,300,229,7,28
13128,18.55,27563,300,549,4,4
13128,19,27863,300,688,3,3
13128,19.05,28163,300,855,2,2
13128,19.1,28463,300,888,2,2
13128,19.15,28763,300,527,6,13
13128,19.2,29063,300,52,0,3
